name,variant_id,uuid,year_month,prod_return_open,gs_return_open,diff_open,prod_return_close,gs_return_close,diff_close,parity_status
シン白虎-激攻,DM6_SGLD_T1_Qj_L0247,49421d93-ad5c-4b8e-8540-639ab76294d3,2014-02,0.0791068206,0.0791068206419103,4.191029467914831e-11,0.0739366437,,,PASS
シン白虎-激攻,DM6_SGLD_T1_Qj_L0247,49421d93-ad5c-4b8e-8540-639ab76294d3,2014-03,-0.0483846224,-0.0483846224271333,2.7133302549220417e-11,-0.0529587401,,,PASS
シン白虎-激攻,DM6_SGLD_T1_Qj_L0247,49421d93-ad5c-4b8e-8540-639ab76294d3,2014-04,0.0026010016,0.0026010050998459,3.4998459000692983e-09,-0.0321570659,,,PASS
シン白虎-激攻,DM6_SGLD_T1_Qj_L0247,49421d93-ad5c-4b8e-8540-639ab76294d3,2014-05,0.1125989572,0.1125988353896261,1.2181037389868976e-07,0.105840869,,,PASS
シン白虎-激攻,DM6_SGLD_T1_Qj_L0247,49421d93-ad5c-4b8e-8540-639ab76294d3,2014-06,0.048409636,0.0484095411200922,9.48799077984952e-08,0.0937264025,,,PASS
シン白虎-激攻,DM6_SGLD_T1_Qj_L0247,49421d93-ad5c-4b8e-8540-639ab76294d3,2014-07,-0.0269552075,-0.0269552074835902,1.640980060169106e-11,-0.0259984321,,,PASS
シン白虎-激攻,DM6_SGLD_T1_Qj_L0247,49421d93-ad5c-4b8e-8540-639ab76294d3,2014-08,-0.0206359377,-0.0206359376580331,4.196689870616943e-11,-0.0219488325,,,PASS
シン白虎-激攻,DM6_SGLD_T1_Qj_L0247,49421d93-ad5c-4b8e-8540-639ab76294d3,2014-09,-0.043945237,-0.0439452369985035,1.4964973704678641e-12,-0.0401151239,,,PASS
シン白虎-激攻,DM6_SGLD_T1_Qj_L0247,49421d93-ad5c-4b8e-8540-639ab76294d3,2014-10,0.0796922263,0.0796923139436673,8.764366729585582e-08,0.1308724642,,,PASS
シン白虎-激攻,DM6_SGLD_T1_Qj_L0247,49421d93-ad5c-4b8e-8540-639ab76294d3,2014-11,0.1266857398,0.1266860785019572,3.387019572032024e-07,0.0895328574,,,PASS
シン白虎-激攻,DM6_SGLD_T1_Qj_L0247,49421d93-ad5c-4b8e-8540-639ab76294d3,2014-12,-0.0530912827,-0.0530913890208402,1.0632084020134602e-07,-0.0475282157,,,PASS
シン白虎-激攻,DM6_SGLD_T1_Qj_L0247,49421d93-ad5c-4b8e-8540-639ab76294d3,2015-01,-0.0776934645,-0.0776935788661961,1.1436619609672682e-07,-0.0371443976,,,PASS
シン白虎-激攻,DM6_SGLD_T1_Qj_L0247,49421d93-ad5c-4b8e-8540-639ab76294d3,2015-02,0.2273774805,0.2273774805268353,2.6835283994941506e-11,0.2282398322,,,PASS
